time,temperature (C),Volumetric Water Content (%),Electrical Conductivity (uS/cm),latitude,longlitude
2025-04-14 16:37:43,35.29,13.01,170,51.9779994477612,5.62437255223881
2025-04-15 09:23:56,8.8,18.12,472,51.9779994477612,5.62466180597015
2025-04-17 16:07:27,23.17,49.07,2500,51.9779994477612,5.62495105970149
2025-04-14 14:44:00,24.37,22.02,465,51.9779994477612,5.62524031343284
2025-04-17 16:15:25,22.84,50.06,2717,51.9779994477612,5.62552956716418
2025-04-15 09:24:13,8.71,18.12,474,51.9779994477612,5.62581882089552
2025-04-17 16:31:34,28.74,53.35,2348,51.9779994477612,5.62610807462687
2025-04-17 16:32:29,29.72,64.25,3521,51.9779994477612,5.62639732835821
2025-04-15 09:24:20,8.71,18.12,475,51.9779994477612,5.62668658208955
2025-04-15 09:26:02,8.71,14.95,372,51.9779994477612,5.6269758358209
,23.2,11.69,106,51.9779994477612,5.62726508955224
2025-04-14 15:43:51,30.25,13.66,153,51.9779994477612,5.62755434328358
2025-04-14 16:38:42,35.39,12.17,153,51.9779994477612,5.62784359701493
2025-04-15 09:21:28,9.87,11.02,77,51.9779994477612,5.62813285074627
2025-04-17 16:26:07,27.67,100,6073,51.9779994477612,5.62842210447761
2025-04-14 16:38:23,35.44,12.01,147,51.9779994477612,5.62871135820896
2025-04-15 09:41:09,17.89,17.46,457,51.9779994477612,5.6290006119403
2025-04-15 09:38:47,17.37,14.61,424,51.9779994477612,5.62928986567164
2025-04-17 16:00:41,23.38,9.93,89,51.9779994477612,5.62957911940299
2025-04-15 09:40:46,17.81,15.26,363,51.9779994477612,5.62986837313433
2025-04-14 14:47:44,24.69,12.54,142,51.9779994477612,5.63015762686567
2025-04-14 16:37:58,34.79,12.12,105,51.9779994477612,5.63044688059702
2025-04-14 15:43:44,30.3,10.74,113,51.9779994477612,5.63073613432836
2025-04-15 09:24:21,8.71,18.12,476,51.9779994477612,5.6310253880597
2025-04-17 16:32:13,30.15,62.34,3239,51.9779994477612,5.63131464179105
2025-04-15 09:24:25,8.74,15.97,437,51.9779994477612,5.63160389552239
2025-04-14 14:43:58,24.37,22.02,465,51.9779994477612,5.63189314925373
2025-04-17 16:02:48,23.51,19.1,423,51.9779994477612,5.63218240298508
2025-04-15 09:26:04,8.71,15.01,372,51.9779994477612,5.63247165671642
2025-04-17 16:06:38,23.17,6,490,51.9779994477612,5.63276091044776
2025-04-17 16:16:22,22.69,32.44,1312,51.9779994477612,5.6330501641791
2025-04-17 16:07:18,23.07,82.66,6002,51.9779994477612,5.63333941791045
2025-04-14 14:42:16,24.29,21.8,549,51.9779994477612,5.63362867164179
2025-04-15 09:24:35,8.84,15.3,398,51.9779994477612,5.63391792537313
2025-04-17 16:02:35,23.51,19.1,422,51.9779994477612,5.63420717910448
2025-04-15 09:25:46,8.64,14.95,371,51.9779994477612,5.63449643283582
2025-04-15 09:33:04,16.9,10.3,84,51.9779994477612,5.63478568656716
2025-04-14 16:38:13,34.36,9.07,80,51.9779994477612,5.63507494029851
2025-04-17 16:29:25,21.42,0,169,51.9779994477612,5.63536419402985
2025-04-14 16:39:26,34.91,12.37,145,51.9779994477612,5.63565344776119
2025-04-17 16:31:40,28.77,53.51,2356,51.9779994477612,5.63594270149254
2025-04-14 14:42:58,24.19,20.45,400,51.9779994477612,5.63623195522388
2025-04-14 16:21:14,32.97,23.88,520,51.9779994477612,5.63652120895522
2025-04-14 16:21:12,32.97,23.88,520,51.9779994477612,5.63681046268657
2025-04-17 16:31:55,28.84,36.05,1308,51.9779994477612,5.63709971641791
2025-04-17 16:29:56,28.28,51.5,2506,51.9779994477612,5.63738897014925
2025-04-14 15:46:06,30.2,25.07,612,51.9779994477612,5.6376782238806
,23.17,81.44,5207,51.9779994477612,5.63796747761194
2025-04-17 16:17:06,23.12,55.7,2955,51.9779994477612,5.63825673134328
2025-04-17 16:00:44,23.38,0,0,51.9779994477612,5.63854598507463
2025-04-17 16:07:01,23.07,62.78,4977,51.9779994477612,5.63883523880597
2025-04-17 16:26:04,27.28,10.14,928,51.9779994477612,5.63912449253731
2025-04-15 09:40:20,17.81,15.26,362,51.9779994477612,5.63941374626866
2025-04-17 16:33:45,28.16,53.27,2226,51.9779994477612,5.639703
2025-04-15 09:24:49,8.84,15.97,366,51.9781463283582,5.620323
2025-04-15 09:39:04,17.56,15.58,385,51.9781463283582,5.62061225373134
2025-04-17 16:26:40,30.01,78.45,4539,51.9781463283582,5.62090150746269
2025-04-15 09:39:24,17.34,15.51,444,51.9781463283582,5.62119076119403
2025-04-17 16:16:01,23.1,17.66,640,51.9781463283582,5.62148001492537
2025-04-17 16:15:13,23.28,50.37,2144,51.9781463283582,5.62176926865672
2025-04-15 09:22:27,9.87,9.44,75,51.9781463283582,5.62205852238806
2025-04-15 09:38:56,17.48,16.18,390,51.9781463283582,5.6223477761194
2025-04-15 09:32:26,16.78,9.49,127,51.9781463283582,5.62263702985075
2025-04-17 16:06:01,23.99,0,0,51.9781463283582,5.62292628358209
2025-04-17 16:33:24,28.55,55.34,3063,51.9781463283582,5.62321553731343
2025-04-15 09:22:18,9.55,11.11,96,51.9781463283582,5.62350479104478
2025-04-17 16:26:25,29.84,100,5954,51.9781463283582,5.62379404477612
2025-04-17 16:26:36,30.01,100,5932,51.9781463283582,5.62408329850746
2025-04-14 14:43:11,24.27,20.45,413,51.9781463283582,5.62437255223881
2025-04-15 09:22:11,9.65,11.11,96,51.9781463283582,5.62466180597015
2025-04-15 09:21:03,9.49,12.32,102,51.9781463283582,5.62495105970149
2025-04-17 16:29:54,28.16,51.42,2505,51.9781463283582,5.62524031343284
2025-04-14 15:43:45,30.32,10.74,113,51.9781463283582,5.62552956716418
2025-04-15 09:39:39,17.42,17.46,460,51.9781463283582,5.62581882089552
2025-04-17 16:04:09,23.43,15.68,446,51.9781463283582,5.62610807462687
2025-04-17 16:06:16,23.58,0,82,51.9781463283582,5.62639732835821
2025-04-15 09:21:15,9.52,12.32,102,51.9781463283582,5.62668658208955
2025-04-17 16:31:37,28.74,53.43,2350,51.9781463283582,5.6269758358209
2025-04-14 15:45:23,30.03,21.8,718,51.9781463283582,5.62726508955224
2025-04-14 14:48:28,24.69,13.42,165,51.9781463283582,5.62755434328358
2025-04-17 16:26:35,30.01,100,5933,51.9781463283582,5.62784359701493
2025-04-17 16:00:27,23.35,10.37,92,51.9781463283582,5.62813285074627
2025-04-14 15:43:07,30.1,13.01,172,51.9781463283582,5.62842210447761
2025-04-17 16:02:17,23.63,19.31,474,51.9781463283582,5.62871135820896
2025-04-17 16:02:43,23.51,19.1,423,51.9781463283582,5.6290006119403
2025-04-14 14:43:00,24.16,20.45,404,51.9781463283582,5.62928986567164
2025-04-15 09:24:39,8.77,15.3,400,51.9781463283582,5.62957911940299
2025-04-15 09:24:40,8.77,15.3,401,51.9781463283582,5.62986837313433
2025-04-14 16:38:27,35.2,12.17,151,51.9781463283582,5.63015762686567
2025-04-14 14:42:56,24.19,20.66,398,51.9781463283582,5.63044688059702
2025-04-14 14:47:45,24.69,12.54,142,51.9781463283582,5.63073613432836
2025-04-17 16:15:48,23.23,7.1,448,51.9781463283582,5.6310253880597
2025-04-14 14:48:07,24.69,12.54,143,51.9781463283582,5.63131464179105
2025-04-17 16:29:24,21.42,0,169,51.9781463283582,5.63160389552239
2025-04-14 15:43:31,30.2,11.54,129,51.9781463283582,5.63189314925373
2025-04-14 16:19:51,35.1,26.09,587,51.9781463283582,5.63218240298508
,35.49,12.17,154,51.9781463283582,5.63247165671642
2025-04-14 14:48:16,24.67,13.42,164,51.9781463283582,5.63276091044776
2025-04-17 16:03:26,23.48,17.98,377,51.9781463283582,5.6330501641791
2025-04-17 16:16:47,23,52.96,2740,51.9781463283582,5.63333941791045
2025-04-17 16:32:36,29.72,64.25,3514,51.9781463283582,5.63362867164179
2025-04-17 16:07:00,23.07,62.34,4883,51.9781463283582,5.63391792537313
2025-04-17 16:27:43,28.96,100,5309,51.9781463283582,5.63420717910448
2025-04-17 16:32:08,29.98,62.48,3264,51.9781463283582,5.63449643283582
2025-04-17 16:02:59,23.4,17.66,409,51.9781463283582,5.63478568656716
2025-04-17 16:26:56,28.55,91.02,5364,51.9781463283582,5.63507494029851
2025-04-17 16:07:02,23.1,62.78,4999,51.9781463283582,5.63536419402985
2025-04-15 09:21:16,9.55,12.37,102,51.9781463283582,5.63565344776119
2025-04-17 16:33:42,28.11,53.27,2230,51.9781463283582,5.63594270149254
2025-04-17 16:31:33,28.74,53.27,2344,51.9781463283582,5.63623195522388
2025-04-15 09:24:57,8.74,15.97,374,51.9781463283582,5.63652120895522
2025-04-17 16:26:51,28.87,90.51,5311,51.9781463283582,5.63681046268657
2025-04-17 16:26:16,29.35,100,5980,51.9781463283582,5.63709971641791
2025-04-15 09:24:36,8.8,15.3,399,51.9781463283582,5.63738897014925
2025-04-14 15:43:34,30.42,11.38,130,51.9781463283582,5.6376782238806
2025-04-17 16:06:20,23.35,84.77,5282,51.9781463283582,5.63796747761194
2025-04-17 16:03:29,23.48,17.98,370,51.9781463283582,5.63825673134328
2025-04-17 16:17:40,23.28,51.2,2577,51.9781463283582,5.63854598507463
,28.16,53.27,2224,51.9781463283582,5.63883523880597
2025-04-17 16:31:44,28.82,53.51,2356,51.9781463283582,5.63912449253731
2025-04-17 16:29:36,25.57,51.04,2611,51.9781463283582,5.63941374626866
2025-04-17 16:06:14,23.63,70.18,4917,51.9781463283582,5.639703
2025-04-15 09:24:34,8.84,15.3,397,51.9782932089552,5.620323
2025-04-15 09:40:27,17.81,15.26,362,51.9782932089552,5.62061225373134
2025-04-15 09:33:46,17.12,10.63,108,51.9782932089552,5.62090150746269
2025-04-14 14:46:45,24.44,16.18,245,51.9782932089552,5.62119076119403
2025-04-14 14:47:12,24.52,12.85,143,51.9782932089552,5.62148001492537
2025-04-14 15:46:18,30.8,25.07,612,51.9782932089552,5.62176926865672
2025-04-17 16:03:31,23.48,17,315,51.9782932089552,5.62205852238806
2025-04-17 16:26:22,29.76,100,5963,51.9782932089552,5.6223477761194
2025-04-17 16:27:48,28.65,100,5422,51.9782932089552,5.62263702985075
2025-04-17 16:01:02,23.33,11.69,107,51.9782932089552,5.62292628358209
2025-04-14 15:46:20,30.88,25.07,612,51.9782932089552,5.62321553731343
2025-04-17 16:27:34,29.11,100,4720,51.9782932089552,5.62350479104478
2025-04-15 09:21:50,9.97,9.77,107,51.9782932089552,5.62379404477612
2025-04-14 16:38:14,34.46,9.07,80,51.9782932089552,5.62408329850746
2025-04-15 09:40:27,17.81,15.26,362,51.9782932089552,5.62437255223881
2025-04-15 09:40:43,17.81,15.26,363,51.9782932089552,5.62466180597015
2025-04-14 14:42:43,24.22,18.94,462,51.9782932089552,5.62495105970149
2025-04-17 16:25:47,27.18,100,6193,51.9782932089552,5.62524031343284
2025-04-17 16:03:49,23.51,20.13,446,51.9782932089552,5.62552956716418
2025-04-17 16:26:17,29.43,100,5976,51.9782932089552,5.62581882089552
2025-04-17 16:03:33,23.45,5.15,221,51.9782932089552,5.62610807462687
2025-04-17 16:06:48,23.17,69.94,4012,51.9782932089552,5.62639732835821
2025-04-14 15:45:43,29.64,23.34,481,51.9782932089552,5.62668658208955
2025-04-17 16:03:40,23.43,20.28,444,51.9782932089552,5.6269758358209
2025-04-15 09:22:40,10.1,9.49,76,51.9782932089552,5.62726508955224
2025-04-17 16:06:04,23.94,67.26,4788,51.9782932089552,5.62755434328358
2025-04-17 16:33:47,28.16,53.27,2224,51.9782932089552,5.62784359701493
2025-04-15 09:39:10,17.53,15.62,387,51.9782932089552,5.62813285074627
2025-04-17 16:16:02,23.1,9.89,745,51.9782932089552,5.62842210447761
2025-04-15 09:21:53,9.87,9.77,107,51.9782932089552,5.62871135820896
2025-04-15 09:33:35,17.12,10.63,106,51.9782932089552,5.6290006119403
2025-04-17 16:31:09,29.06,56.07,3066,51.9782932089552,5.62928986567164
2025-04-15 09:39:19,17.45,15.51,440,51.9782932089552,5.62957911940299
2025-04-17 16:06:54,23.15,32.16,2176,51.9782932089552,5.62986837313433
2025-04-17 16:32:07,29.84,62.34,3261,51.9782932089552,5.63015762686567
2025-04-17 16:31:54,28.84,53.51,2373,51.9782932089552,5.63044688059702
2025-04-15 09:25:00,8.74,15.97,374,51.9782932089552,5.63073613432836
2025-04-17 16:29:24,21.42,0,169,51.9782932089552,5.6310253880597
2025-04-17 16:29:50,27.99,51.42,2515,51.9782932089552,5.63131464179105
2025-04-17 16:00:52,23.25,11.65,107,51.9782932089552,5.63160389552239
2025-04-15 09:25:37,8.57,14.9,370,51.9782932089552,5.63189314925373
2025-04-17 16:03:28,23.48,17.86,372,51.9782932089552,5.63218240298508
2025-04-14 16:20:35,33.64,19.56,434,51.9782932089552,5.63247165671642
2025-04-17 16:07:15,23.05,81.44,5977,51.9782932089552,5.63276091044776
2025-04-17 16:03:33,23.43,18.37,372,51.9782932089552,5.6330501641791
2025-04-17 16:14:33,23.17,34.67,922,51.9782932089552,5.63333941791045
2025-04-14 16:20:11,33.86,21.07,408,51.9782932089552,5.63362867164179
2025-04-14 14:47:04,24.49,13.36,154,51.9782932089552,5.63391792537313
,8.74,18.12,474,51.9782932089552,5.63420717910448
2025-04-17 16:27:09,28.21,91.57,5402,51.9782932089552,5.63449643283582
2025-04-14 16:37:37,35.29,13.01,170,51.9782932089552,5.63478568656716
2025-04-15 09:21:10,9.52,12.32,102,51.9782932089552,5.63507494029851
2025-04-17 16:03:04,23.4,17.66,411,51.9782932089552,5.63536419402985
2025-04-15 09:21:49,9.97,9.77,106,51.9782932089552,5.63565344776119
,35.1,25.93,586,51.9782932089552,5.63594270149254
2025-04-17 16:15:35,23.02,52.96,2636,51.9782932089552,5.63623195522388
2025-04-15 09:41:00,17.84,15.3,362,51.9782932089552,5.63652120895522
2025-04-15 09:39:50,17.59,17.46,461,51.9782932089552,5.63681046268657
2025-04-17 16:15:22,22.71,49.84,2696,51.9782932089552,5.63709971641791
2025-04-17 16:26:47,29.33,90,5208,51.9782932089552,5.63738897014925
2025-04-15 09:39:27,17.29,15.51,445,51.9782932089552,5.6376782238806
2025-04-17 16:14:45,23.28,0.91,303,51.9782932089552,5.63796747761194
2025-04-17 16:03:01,23.4,17.66,409,51.9782932089552,5.63825673134328
2025-04-14 15:43:53,30.22,13.01,154,51.9782932089552,5.63854598507463
2025-04-17 16:32:13,30.13,62.34,3240,51.9782932089552,5.63883523880597
2025-04-14 14:47:25,24.59,14.29,158,51.9782932089552,5.63912449253731
2025-04-15 09:39:29,17.26,15.51,446,51.9782932089552,5.63941374626866
2025-04-14 15:45:07,30.25,22.81,729,51.9782932089552,5.639703
2025-04-17 16:02:58,23.4,17.66,407,51.9784400895522,5.620323
2025-04-17 16:00:32,23.3,9.93,86,51.9784400895522,5.62061225373134
2025-04-15 09:22:28,9.87,9.49,75,51.9784400895522,5.62090150746269
2025-04-14 16:20:38,33.64,19.62,436,51.9784400895522,5.62119076119403
2025-04-14 14:47:10,24.49,12.85,141,51.9784400895522,5.62148001492537
2025-04-14 14:42:07,24.22,21.66,566,51.9784400895522,5.62176926865672
2025-04-17 16:27:56,28.5,100,5429,51.9784400895522,5.62205852238806
2025-04-17 16:16:53,22.87,54.32,2877,51.9784400895522,5.6223477761194
2025-04-17 16:31:41,28.77,53.51,2361,51.9784400895522,5.62263702985075
2025-04-17 16:29:46,27.6,51.27,2533,51.9784400895522,5.62292628358209
2025-04-17 16:15:14,23.28,29.32,1015,51.9784400895522,5.62321553731343
2025-04-14 16:37:38,35.29,13.01,170,51.9784400895522,5.62350479104478
2025-04-17 16:30:28,29.91,52.72,2920,51.9784400895522,5.62379404477612
2025-04-15 09:32:38,16.59,0,36,51.9784400895522,5.62408329850746
2025-04-15 09:21:05,9.49,12.32,102,51.9784400895522,5.62437255223881
2025-04-15 09:22:36,10.04,9.56,77,51.9784400895522,5.62466180597015
2025-04-15 09:40:33,17.81,15.26,363,51.9784400895522,5.62495105970149
2025-04-17 16:16:40,22.87,52.72,2704,51.9784400895522,5.62524031343284
2025-04-17 16:07:09,23.15,1.71,466,51.9784400895522,5.62552956716418
2025-04-14 16:21:05,32.99,23.88,519,51.9784400895522,5.62581882089552
2025-04-17 16:03:48,23.48,20.13,445,51.9784400895522,5.62610807462687
2025-04-17 16:00:25,23.43,9.28,67,51.9784400895522,5.62639732835821
2025-04-15 09:24:06,8.74,18.12,474,51.9784400895522,5.62668658208955
2025-04-17 16:33:27,28.55,55.34,3056,51.9784400895522,5.6269758358209
2025-04-15 09:32:48,16.22,10.95,116,51.9784400895522,5.62726508955224
2025-04-14 16:38:57,35.53,12.17,154,51.9784400895522,5.62755434328358
2025-04-14 15:45:57,29.33,26.48,636,51.9784400895522,5.62784359701493
2025-04-17 16:03:33,23.45,18.37,372,51.9784400895522,5.62813285074627
2025-04-14 15:43:26,29.98,10.1,90,51.9784400895522,5.62842210447761
2025-04-17 16:31:48,28.84,53.51,2367,51.9784400895522,5.62871135820896
2025-04-14 14:47:49,24.69,12.54,142,51.9784400895522,5.6290006119403
2025-04-15 09:39:00,17.56,15.51,384,51.9784400895522,5.62928986567164
2025-04-17 16:32:37,29.72,64.25,3514,51.9784400895522,5.62957911940299
2025-04-14 15:43:12,30.1,13.01,172,51.9784400895522,5.62986837313433
2025-04-17 16:17:24,23.23,51.04,2539,51.9784400895522,5.63015762686567
2025-04-17 16:30:58,29.23,55.97,3044,51.9784400895522,5.63044688059702
2025-04-17 16:26:43,29.79,88.98,5159,51.9784400895522,5.63073613432836
2025-04-15 09:39:31,17.26,14.65,358,51.9784400895522,5.6310253880597
2025-04-17 16:17:03,23.07,55.7,2950,51.9784400895522,5.63131464179105
2025-04-15 09:25:11,8.71,15.51,376,51.9784400895522,5.63160389552239
2025-04-14 16:39:29,34.82,12.37,146,51.9784400895522,5.63189314925373
2025-04-15 09:25:44,8.64,14.9,371,51.9784400895522,5.63218240298508
2025-04-15 09:40:48,17.81,15.3,363,51.9784400895522,5.63247165671642
2025-04-15 09:33:07,17.04,10.3,84,51.9784400895522,5.63276091044776
2025-04-14 14:43:45,24.29,22.33,479,51.9784400895522,5.6330501641791
2025-04-14 16:21:05,32.99,23.88,519,51.9784400895522,5.63333941791045
2025-04-14 16:38:31,35.25,12.17,153,51.9784400895522,5.63362867164179
2025-04-15 09:25:18,8.44,15.51,381,51.9784400895522,5.63391792537313
2025-04-14 15:46:02,29.84,25.07,612,51.9784400895522,5.63420717910448
2025-04-14 14:47:19,24.49,14.24,156,51.9784400895522,5.63449643283582
2025-04-14 16:38:13,34.36,9.07,80,51.9784400895522,5.63478568656716
2025-04-14 14:43:16,24.29,20.49,412,51.9784400895522,5.63507494029851
2025-04-15 09:21:11,9.52,12.32,102,51.9784400895522,5.63536419402985
2025-04-17 16:31:35,28.74,53.35,2350,51.9784400895522,5.63565344776119
2025-04-14 14:43:48,24.34,22.33,480,51.9784400895522,5.63594270149254
2025-04-15 09:33:18,17.2,10.63,104,51.9784400895522,5.63623195522388
2025-04-14 16:37:59,34.72,0,0,51.9784400895522,5.63652120895522
2025-04-14 15:43:14,30.1,3.67,43,51.9784400895522,5.63681046268657
2025-04-17 16:31:00,29.13,55.97,3055,51.9784400895522,5.63709971641791
2025-04-17 16:15:03,23.07,36.57,1721,51.9784400895522,5.63738897014925
2025-04-17 16:16:01,23.1,11.33,524,51.9784400895522,5.6376782238806
2025-04-15 09:33:34,17.12,10.63,106,51.9784400895522,5.63796747761194
2025-04-15 09:21:14,9.52,12.32,102,51.9784400895522,5.63825673134328
2025-04-15 09:24:14,8.71,18.12,474,51.9784400895522,5.63854598507463
2025-04-14 14:48:08,24.69,12.63,143,51.9784400895522,5.63883523880597
2025-04-15 09:22:30,9.94,9.49,75,51.9784400895522,5.63912449253731
2025-04-17 16:27:29,28.77,100,4729,51.9784400895522,5.63941374626866
2025-04-17 16:32:01,29.13,61.47,3297,51.9784400895522,5.639703
2025-04-17 16:02:50,23.51,19.1,423,51.9785869701493,5.620323
2025-04-15 09:24:48,8.87,15.97,364,51.9785869701493,5.62061225373134
2025-04-15 09:41:19,17.87,17.62,468,51.9785869701493,5.62090150746269
2025-04-17 16:02:26,23.58,6.39,243,51.9785869701493,5.62119076119403
2025-04-15 09:39:20,17.42,15.51,440,51.9785869701493,5.62148001492537
2025-04-17 16:30:33,30.49,52.64,2882,51.9785869701493,5.62176926865672
2025-04-15 09:32:16,16.73,9.28,72,51.9785869701493,5.62205852238806
2025-04-17 16:30:41,30.85,53.19,2880,51.9785869701493,5.6223477761194
2025-04-14 15:45:48,29.45,25.71,515,51.9785869701493,5.62263702985075
2025-04-14 15:46:09,30.39,25.12,612,51.9785869701493,5.62292628358209
2025-04-17 16:27:48,28.65,100,5420,51.9785869701493,5.62321553731343
2025-04-17 16:07:39,23.17,81.44,5288,51.9785869701493,5.62350479104478
2025-04-15 09:33:23,17.15,10.63,105,51.9785869701493,5.62379404477612
,35.41,10.86,105,51.9785869701493,5.62408329850746
2025-04-17 16:14:58,23.07,51.04,2159,51.9785869701493,5.62437255223881
2025-04-15 09:33:09,17.09,10.3,85,51.9785869701493,5.62466180597015
2025-04-17 16:28:21,26.93,0,160,51.9785869701493,5.62495105970149
2025-04-14 16:20:24,33.76,21.8,432,51.9785869701493,5.62524031343284
2025-04-17 16:27:33,29.06,100,4716,51.9785869701493,5.62552956716418
,17.81,15.26,362,51.9785869701493,5.62581882089552
2025-04-14 14:47:56,24.72,12.54,142,51.9785869701493,5.62610807462687
2025-04-17 16:29:26,21.39,0,169,51.9785869701493,5.62639732835821
2025-04-14 15:45:50,29.43,24.53,501,51.9785869701493,5.62668658208955
2025-04-17 16:26:25,29.84,100,5954,51.9785869701493,5.6269758358209
2025-04-15 09:25:35,8.57,14.9,370,51.9785869701493,5.62726508955224
2025-04-14 14:48:26,24.69,13.42,165,51.9785869701493,5.62755434328358
2025-04-17 16:14:30,23.12,33.01,856,51.9785869701493,5.62784359701493
2025-04-14 16:20:57,33.09,23.88,518,51.9785869701493,5.62813285074627
2025-04-17 16:00:28,23.3,10.47,91,51.9785869701493,5.62842210447761
2025-04-17 16:15:31,23.05,50.29,2762,51.9785869701493,5.62871135820896
2025-04-14 14:48:04,24.72,12.54,143,51.9785869701493,5.6290006119403
2025-04-14 14:47:35,24.62,12.54,140,51.9785869701493,5.62928986567164
2025-04-17 16:15:59,23.07,45.91,2158,51.9785869701493,5.62957911940299
2025-04-17 16:30:24,28.94,52.49,2930,51.9785869701493,5.62986837313433
2025-04-15 09:22:46,10.13,1.23,17,51.9785869701493,5.63015762686567
2025-04-17 16:15:33,23.07,7.27,476,51.9785869701493,5.63044688059702
2025-04-17 16:07:33,23.15,81.06,5161,51.9785869701493,5.63073613432836
2025-04-14 16:37:54,34.82,11.9,105,51.9785869701493,5.6310253880597
2025-04-15 09:32:33,16.67,9.56,128,51.9785869701493,5.63131464179105
2025-04-17 16:17:04,23.1,55.7,2953,51.9785869701493,5.63160389552239
2025-04-17 16:06:18,23.4,83.92,5288,51.9785869701493,5.63189314925373
2025-04-17 16:33:41,28.11,53.27,2223,51.9785869701493,5.63218240298508
2025-04-15 09:22:48,10.38,0,0,51.9785869701493,5.63247165671642
2025-04-17 16:00:12,23.68,0,9,51.9785869701493,5.63276091044776
2025-04-17 16:04:03,23.43,15.93,444,51.9785869701493,5.6330501641791
2025-04-17 16:02:21,23.66,19.46,474,51.9785869701493,5.63333941791045
2025-04-14 15:43:55,30.3,13.01,156,51.9785869701493,5.63362867164179
2025-04-17 15:59:48,24.14,0,0,51.9785869701493,5.63391792537313
2025-04-17 16:25:59,27.25,100,6164,51.9785869701493,5.63420717910448
,17.87,17.62,467,51.9785869701493,5.63449643283582
2025-04-14 16:20:39,33.64,19.62,436,51.9785869701493,5.63478568656716
2025-04-17 16:02:11,23.58,14.9,336,51.9785869701493,5.63507494029851
2025-04-17 15:59:44,24.14,0,0,51.9785869701493,5.63536419402985
,9.87,11.02,77,51.9785869701493,5.63565344776119
2025-04-17 16:14:05,21.63,31.98,1046,51.9785869701493,5.63594270149254
2025-04-17 16:02:09,23.51,0,0,51.9785869701493,5.63623195522388
2025-04-17 16:16:34,22.94,52.03,2469,51.9785869701493,5.63652120895522
2025-04-14 14:43:48,24.34,22.33,480,51.9785869701493,5.63681046268657
2025-04-14 16:19:46,35.1,25.93,586,51.9785869701493,5.63709971641791
2025-04-17 16:14:53,22.87,51.04,2116,51.9785869701493,5.63738897014925
2025-04-14 16:39:00,35.41,10.79,101,51.9785869701493,5.6376782238806
2025-04-17 16:14:53,22.87,51.04,2116,51.9785869701493,5.63796747761194
2025-04-15 09:41:20,17.84,17.62,469,51.9785869701493,5.63825673134328
2025-04-14 15:45:53,29.4,24.53,499,51.9785869701493,5.63854598507463
2025-04-14 16:38:37,35.32,12.17,154,51.9785869701493,5.63883523880597
2025-04-17 16:17:35,23.28,51.27,2563,51.9785869701493,5.63912449253731
2025-04-14 16:20:03,34.43,25.07,474,51.9785869701493,5.63941374626866
2025-04-17 16:26:35,30.01,100,5933,51.9785869701493,5.639703
2025-04-15 09:33:06,16.98,10.3,84,51.9787338507463,5.620323
2025-04-14 15:45:29,30.01,21.96,736,51.9787338507463,5.62061225373134
2025-04-15 09:39:17,17.48,15.47,439,51.9787338507463,5.62090150746269
2025-04-17 16:00:23,23.51,0,0,51.9787338507463,5.62119076119403
2025-04-17 16:14:13,22.51,28.25,489,51.9787338507463,5.62148001492537
2025-04-17 16:28:21,26.93,0,160,51.9787338507463,5.62176926865672
2025-04-17 16:33:52,28.18,53.27,2221,51.9787338507463,5.62205852238806
2025-04-14 16:20:50,33.28,23.67,509,51.9787338507463,5.6223477761194
2025-04-17 16:06:29,23.17,78.81,5259,51.9787338507463,5.62263702985075
2025-04-17 16:32:41,29.69,64.25,3519,51.9787338507463,5.62292628358209
2025-04-14 15:43:19,30.03,10.63,95,51.9787338507463,5.62321553731343
2025-04-15 09:40:00,17.78,15.3,362,51.9787338507463,5.62350479104478
2025-04-17 16:30:20,28.72,3.82,511,51.9787338507463,5.62379404477612
,28.18,53.27,2221,51.9787338507463,5.62408329850746
2025-04-15 09:41:11,17.89,17.5,463,51.9787338507463,5.62437255223881
,34.77,11.96,106,51.9787338507463,5.62466180597015
2025-04-17 15:59:55,24.09,10.47,74,51.9787338507463,5.62495105970149
2025-04-14 16:38:01,34.62,10.86,111,51.9787338507463,5.62524031343284
2025-04-17 16:02:28,23.56,19,412,51.9787338507463,5.62552956716418
2025-04-14 16:39:15,35.49,10.86,106,51.9787338507463,5.62581882089552
2025-04-17 16:17:34,23.28,51.27,2563,51.9787338507463,5.62610807462687
2025-04-17 16:00:16,23.48,11.42,117,51.9787338507463,5.62639732835821
2025-04-15 09:39:59,17.76,15.3,378,51.9787338507463,5.62668658208955
2025-04-17 16:31:26,28.65,53.27,2329,51.9787338507463,5.6269758358209
2025-04-14 16:20:21,33.79,21.66,431,51.9787338507463,5.62726508955224
2025-04-15 09:22:49,10.51,0,0,51.9787338507463,5.62755434328358
2025-04-14 15:46:09,30.39,25.12,612,51.9787338507463,5.62784359701493
2025-04-17 16:16:09,23.05,52.96,3118,51.9787338507463,5.62813285074627
2025-04-17 16:00:17,23.48,11.49,117,51.9787338507463,5.62842210447761
2025-04-17 16:02:57,23.4,17.62,404,51.9787338507463,5.62871135820896
2025-04-17 16:33:45,28.16,53.27,2229,51.9787338507463,5.6290006119403
2025-04-15 09:25:06,8.71,16.18,377,51.9787338507463,5.62928986567164
2025-04-15 09:25:58,8.71,14.95,372,51.9787338507463,5.62957911940299
2025-04-17 16:02:41,23.51,19.1,422,51.9787338507463,5.62986837313433
2025-04-15 09:40:29,17.78,15.26,363,51.9787338507463,5.63015762686567
